Name,Href,Birthday,Debut,Position,Team
Tanner Tully,/players/t/tullyta01.shtml,"['November 30', '1994']","['\n    April 22, 2022\n    ']",['\n    Pitcher\n  \n'],['New York Yankees']
Brice Turang,/players/t/turanbr02.shtml,"['November 21', '1999']","['\n    March 30, 2023\n    ']",['\n    Second Baseman and Shortstop\n  \n'],['Milwaukee Brewers']
Spencer Turnbull,/players/t/turnbsp01.shtml,"['September 18', '1992']","['\n    September 14, 2018\n    ']",['\n    Pitcher\n  \n'],['Philadelphia Phillies']
Justin Turner,/players/t/turneju01.shtml,"['November 23', '1984']","['\n    September 8, 2009\n    ']","['\n    Third Baseman, Second Baseman and First Baseman\n  \n']",['Toronto Blue Jays']
Trea Turner,/players/t/turnetr01.shtml,"['June 30', '1993']","['\n    August 21, 2015\n    ']","['\n    Shortstop, Second Baseman and Centerfielder\n  \n']",['Philadelphia Phillies']
Kyle Tyler,/players/t/tylerky01.shtml,"['December 27', '1996']","['\n    September 5, 2021\n    ']",['\n    Pitcher\n  \n'],['Miami Marlins']
Edwin Uceta,/players/u/ucetaed01.shtml,"['January 9', '1998']","['\n    April 30, 2021\n    ']",['\n    Pitcher\n  \n'],['Tampa Bay Rays']
Duane Underwood Jr.,/players/u/underdu01.shtml,"['July 20', '1994']","['\n    June 25, 2018\n    ']",['\n    Pitcher\n  \n'],['New York Yankees']
José Ureña,/players/u/urenajo01.shtml,"['September 12', '1991']","['\n    April 14, 2015\n    ']",['\n    Pitcher\n  \n'],['Texas Rangers']
Luis Urías,/players/u/uriaslu01.shtml,"['June 3', '1997']","['\n    August 28, 2018\n    ']","['\n    Third Baseman, Second Baseman and Shortstop\n  \n']",['Seattle Mariners']
Ramón Urías,/players/u/uriasra01.shtml,"['June 3', '1994']","['\n    August 20, 2020\n    ']","['\n    Third Baseman, Second Baseman and Shortstop\n  \n']",['Baltimore Orioles']
Abner Uribe,/players/u/uribeab01.shtml,"['June 20', '2000']","['\n    July 8, 2023\n    ']",['\n    Pitcher\n  \n'],['Milwaukee Brewers']
José Urquidy,/players/u/urquijo01.shtml,"['May 1', '1995']","['\n    July 2, 2019\n    ']",['\n    Pitcher\n  \n'],['Houston Astros']
Gio Urshela,/players/u/urshegi01.shtml,"['October 11', '1991']","['\n    June 9, 2015\n    ']","['\n    Third Baseman, Shortstop and First Baseman\n  \n']",['Detroit Tigers']
Enmanuel Valdez,/players/v/valdeen01.shtml,"['December 28', '1998']","['\n    April 19, 2023\n    ']",['\n    Second Baseman\n  \n'],['Boston Red Sox']
Framber Valdez,/players/v/valdefr01.shtml,"['November 19', '1993']","['\n    August 21, 2018\n    ']",['\n    Pitcher\n  \n'],['Houston Astros']
Josh VanMeter,/players/v/vanmejo01.shtml,"['March 10', '1995']","['\n    May 5, 2019\n    ']","['\n    Second Baseman, Pinch Hitter and Leftfielder\n  \n']",['New York Yankees']
Carlos Vargas,/players/v/vargaca01.shtml,"['October 13', '1999']","['\n    March 30, 2023\n    ']",['\n    Pitcher\n  \n'],['Seattle Mariners']
Ildemaro Vargas,/players/v/vargail01.shtml,"['July 16', '1991']","['\n    June 29, 2017\n    ']","['\n    Third Baseman, Second Baseman and Pinch Hitter\n  \n']",['Washington Nationals']
Miguel Vargas,/players/v/vargami01.shtml,"['November 17', '1999']","['\n    August 3, 2022\n    ']","['\n    Second Baseman, First Baseman and Leftfielder\n  \n']",['Los Angeles Dodgers']
Gus Varland,/players/v/varlagu01.shtml,"['November 6', '1996']","['\n    March 30, 2023\n    ']",['\n    Pitcher\n  \n'],['Los Angeles Dodgers']
Louie Varland,/players/v/varlalo01.shtml,"['December 9', '1997']","['\n    September 7, 2022\n    ']",['\n    Pitcher\n  \n'],['Minnesota Twins']
Daulton Varsho,/players/v/varshda01.shtml,"['July 2', '1996']","['\n    July 30, 2020\n    ']",['\n    Outfielder and Catcher\n  \n'],['Toronto Blue Jays']
Andrew Vasquez,/players/v/vasquan02.shtml,"['September 14', '1993']","['\n    September 1, 2018\n    ']",['\n    Pitcher\n  \n'],['Detroit Tigers']
Randy Vásquez,/players/v/vasqura02.shtml,"['November 3', '1998']","['\n    May 26, 2023\n    ']",['\n    Pitcher\n  \n'],['San Diego Padres']
Andrew Vaughn,/players/v/vaughan01.shtml,"['April 3', '1998']","['\n    April 2, 2021\n    ']",['\n    First Baseman and Leftfielder\n  \n'],['Chicago White Sox']
Terrin Vavra,/players/v/vavrate01.shtml,"['May 12', '1997']","['\n    July 29, 2022\n    ']",['\n    Outfielder and Second Baseman\n  \n'],['Baltimore Orioles']
Christian Vázquez,/players/v/vazquch01.shtml,"['August 21', '1990']","['\n    July 9, 2014\n    ']",['\n    Catcher\n  \n'],['Minnesota Twins']
Felipe Vazquez,/players/r/riverfe01.shtml,"['July 5', '1991']","['\n    April 17, 2015\n    ']",['\n    Pitcher\n  \n'],['Pittsburgh Pirates']
Andrew Velazquez,/players/v/velazan01.shtml,"['July 14', '1994']","['\n    September 2, 2018\n    ']","['\n    Shortstop, Second Baseman and Outfielder\n  \n']",['Atlanta Braves']
Nelson Velázquez,/players/v/velazne01.shtml,"['December 26', '1998']","['\n    May 30, 2022\n    ']",['\n    Outfielder\n  \n'],['Kansas City Royals']
Anthony Veneziano,/players/v/venezan01.shtml,"['September 1', '1997']","['\n    September 26, 2023\n    ']",['\n    Pitcher\n  \n'],['Kansas City Royals']
Alex Verdugo,/players/v/verdual01.shtml,"['May 15', '1996']","['\n    September 1, 2017\n    ']",['\n    Outfielder\n  \n'],['New York Yankees']
Justin Verlander,/players/v/verlaju01.shtml,"['February 20', '1983']","['\n    July 4, 2005\n    ']",['\n    Pitcher\n  \n'],['Houston Astros']
Alex Vesia,/players/v/vesiaal01.shtml,"['April 11', '1996']","['\n    July 25, 2020\n    ']",['\n    Pitcher\n  \n'],['Los Angeles Dodgers']
Nick Vespi,/players/v/vespini01.shtml,"['October 10', '1995']","['\n    May 20, 2022\n    ']",['\n    Pitcher\n  \n'],['Baltimore Orioles']
Will Vest,/players/v/vestwi01.shtml,"['June 6', '1995']","['\n    April 1, 2021\n    ']",['\n    Pitcher\n  \n'],['Detroit Tigers']
Thyago Vieira,/players/v/vieirth01.shtml,"['January 7', '1993']","['\n    August 14, 2017\n    ']",['\n    Pitcher\n  \n'],['Milwaukee Brewers']
Mark Vientos,/players/v/vientma01.shtml,"['December 11', '1999']","['\n    September 11, 2022\n    ']","['\n    Designated Hitter, Third Baseman and First Baseman\n  \n']",['New York Mets']
Matt Vierling,/players/v/vierlma01.shtml,"['September 16', '1996']","['\n    June 19, 2021\n    ']","['\n    Outfielder, Third Baseman and First Baseman\n  \n']",['Detroit Tigers']
Ryan Vilade,/players/v/viladry01.shtml,"['February 18', '1999']","['\n    September 18, 2021\n    ']",['\n    Leftfielder and Pinch Runner\n  \n'],['Detroit Tigers']
David Villar,/players/v/villada01.shtml,"['January 27', '1997']","['\n    July 4, 2022\n    ']","['\n    Third Baseman, Second Baseman and First Baseman\n  \n']",['San Francisco Giants']
Meibrys Viloria,/players/v/vilorme01.shtml,"['February 15', '1997']","['\n    September 2, 2018\n    ']",['\n    Catcher\n  \n'],[]
Darius Vines,/players/v/vinesda01.shtml,"['April 30', '1998']","['\n    August 30, 2023\n    ']",['\n    Pitcher\n  \n'],['Atlanta Braves']
Victor Vodnik,/players/v/vodnivi01.shtml,"['October 9', '1999']","['\n    September 9, 2023\n    ']",['\n    Pitcher\n  \n'],['Colorado Rockies']
Daniel Vogelbach,/players/v/vogelda01.shtml,"['December 17', '1992']","['\n    September 12, 2016\n    ']",['\n    Designated Hitter and First Baseman\n  \n'],['Toronto Blue Jays']
Anthony Volpe,/players/v/volpean01.shtml,"['April 28', '2001']","['\n    March 30, 2023\n    ']",['\n    Shortstop\n  \n'],['New York Yankees']
Jason Vosler,/players/v/vosleja01.shtml,"['September 6', '1993']","['\n    April 24, 2021\n    ']","['\n    Third Baseman, First Baseman and Leftfielder\n  \n']",['Seattle Mariners']
Austin Voth,/players/v/vothau01.shtml,"['June 26', '1992']","['\n    July 14, 2018\n    ']",['\n    Pitcher\n  \n'],['Seattle Mariners']
Joey Votto,/players/v/vottojo01.shtml,"['September 10', '1983']","['\n    September 4, 2007\n    ']",['\n    First Baseman\n  \n'],['Toronto Blue Jays']
Michael Wacha,/players/w/wachami01.shtml,"['July 1', '1991']","['\n    May 30, 2013\n    ']",['\n    Pitcher\n  \n'],['Kansas City Royals']
LaMonte Wade Jr.,/players/w/wadela01.shtml,"['January 1', '1994']","['\n    June 28, 2019\n    ']",['\n    Outfielder and First Baseman\n  \n'],['San Francisco Giants']
Tyler Wade,/players/w/wadety01.shtml,"['November 23', '1994']","['\n    June 27, 2017\n    ']","['\n    Second Baseman, Shortstop and Outfielder\n  \n']",['San Diego Padres']
Jacob Waguespack,/players/w/wagueja01.shtml,"['November 5', '1993']","['\n    May 27, 2019\n    ']",['\n    Pitcher\n  \n'],['Tampa Bay Rays']
Cole Waites,/players/w/waiteco01.shtml,"['June 10', '1998']","['\n    September 13, 2022\n    ']",['\n    Pitcher\n  \n'],['San Francisco Giants']
Ken Waldichuk,/players/w/waldike01.shtml,"['January 8', '1998']","['\n    September 1, 2022\n    ']",['\n    Pitcher\n  \n'],['Oakland Athletics']
Matt Waldron,/players/w/waldrma01.shtml,"['September 26', '1996']","['\n    June 24, 2023\n    ']",['\n    Pitcher\n  \n'],['San Diego Padres']
Christian Walker,/players/w/walkech02.shtml,"['March 28', '1991']","['\n    September 17, 2014\n    ']",['\n    First Baseman\n  \n'],['Arizona Diamondbacks']
Jordan Walker,/players/w/walkejo02.shtml,"['May 22', '2002']","['\n    March 30, 2023\n    ']",['\n    Rightfielder\n  \n'],['St. Louis Cardinals']
Josh Walker,/players/w/walkejo03.shtml,"['December 1', '1994']","['\n    May 16, 2023\n    ']",['\n    Pitcher\n  \n'],['New York Mets']
Ryan Walker,/players/w/walkery01.shtml,"['November 26', '1995']","['\n    May 21, 2023\n    ']",['\n    Pitcher\n  \n'],['San Francisco Giants']
Taijuan Walker,/players/w/walketa01.shtml,"['August 13', '1992']","['\n    August 30, 2013\n    ']",['\n    Pitcher\n  \n'],['Philadelphia Phillies']
Forrest Wall,/players/w/wallfo01.shtml,"['November 20', '1995']","['\n    July 22, 2023\n    ']",['\n    Outfielder and Pinch Runner\n  \n'],['Atlanta Braves']
Chad Wallach,/players/w/wallach01.shtml,"['November 4', '1991']","['\n    August 27, 2017\n    ']",['\n    Catcher\n  \n'],['Los Angeles Angels']
Matt Wallner,/players/w/wallnma01.shtml,"['December 12', '1997']","['\n    September 17, 2022\n    ']",['\n    Outfielder\n  \n'],['Minnesota Twins']
Taylor Walls,/players/w/wallsta01.shtml,"['July 10', '1996']","['\n    May 22, 2021\n    ']","['\n    Shortstop, Second Baseman and Third Baseman\n  \n']",['Tampa Bay Rays']
Jake Walsh,/players/w/walshja02.shtml,"['July 20', '1995']","['\n    May 11, 2022\n    ']",['\n    Pitcher\n  \n'],['Atlanta Braves']
Jared Walsh,/players/w/walshja01.shtml,"['July 30', '1993']","['\n    May 15, 2019\n    ']",['\n    First Baseman and Rightfielder\n  \n'],['Texas Rangers']
Brandon Walter,/players/w/waltebr01.shtml,"['September 8', '1996']","['\n    June 22, 2023\n    ']",['\n    Pitcher\n  \n'],['Boston Red Sox']
Nash Walters,/players/w/waltena01.shtml,"['May 18', '1997']","['\n    October 5, 2022\n    ']",['\n    Pitcher\n  \n'],['Washington Nationals']
Donovan Walton,/players/w/waltodo01.shtml,"['May 25', '1994']","['\n    September 10, 2019\n    ']","['\n    Second Baseman, Shortstop and Leftfielder\n  \n']",['San Francisco Giants']
Andrew Wantz,/players/w/wantzan01.shtml,"['October 13', '1995']","['\n    July 4, 2021\n    ']",['\n    Pitcher\n  \n'],['Los Angeles Angels']
Taylor Ward,/players/w/wardta01.shtml,"['December 14', '1993']","['\n    August 14, 2018\n    ']",['\n    Outfielder and Third Baseman\n  \n'],['Los Angeles Angels']
Thaddeus Ward,/players/w/wardth01.shtml,"['January 16', '1997']","['\n    April 1, 2023\n    ']",['\n    Pitcher\n  \n'],['Washington Nationals']
Art Warren,/players/w/warrear01.shtml,"['March 23', '1993']","['\n    September 12, 2019\n    ']",['\n    Pitcher\n  \n'],['New York Yankees']
Austin Warren,/players/w/warreau01.shtml,"['February 5', '1996']","['\n    July 29, 2021\n    ']",['\n    Pitcher\n  \n'],['San Francisco Giants']
Drew Waters,/players/w/waterdr01.shtml,"['December 30', '1998']","['\n    August 22, 2022\n    ']",['\n    Outfielder\n  \n'],['Kansas City Royals']
Spenser Watkins,/players/w/watkisp01.shtml,"['August 27', '1992']","['\n    July 2, 2021\n    ']",['\n    Pitcher\n  \n'],['Washington Nationals']
Ryan Weathers,/players/w/weathry01.shtml,"['December 17', '1999']","['\n    October 6, 2020\n    ']",['\n    Pitcher\n  \n'],['Miami Marlins']
Luke Weaver,/players/w/weavelu01.shtml,"['August 21', '1993']","['\n    August 13, 2016\n    ']",['\n    Pitcher\n  \n'],['New York Yankees']
Jacob Webb,/players/w/webbja01.shtml,"['August 15', '1993']","['\n    April 16, 2019\n    ']",['\n    Pitcher\n  \n'],['Baltimore Orioles']
Logan Webb,/players/w/webblo01.shtml,"['November 18', '1996']","['\n    August 17, 2019\n    ']",['\n    Pitcher\n  \n'],['San Francisco Giants']
Jordan Weems,/players/w/weemsjo01.shtml,"['November 7', '1992']","['\n    July 28, 2020\n    ']",['\n    Pitcher\n  \n'],['Washington Nationals']
Zack Weiss,/players/w/weissza01.shtml,"['June 16', '1992']","['\n    April 12, 2018\n    ']",['\n    Pitcher\n  \n'],['Minnesota Twins']
Greg Weissert,/players/w/weissgr01.shtml,"['February 4', '1995']","['\n    August 25, 2022\n    ']",['\n    Pitcher\n  \n'],['Boston Red Sox']
Austin Wells,/players/w/wellsau01.shtml,"['July 12', '1999']","['\n    September 1, 2023\n    ']",['\n    Catcher\n  \n'],['New York Yankees']
Tyler Wells,/players/w/wellsty01.shtml,"['August 26', '1994']","['\n    April 4, 2021\n    ']",['\n    Pitcher\n  \n'],['Baltimore Orioles']
Joey Wendle,/players/w/wendljo01.shtml,"['April 26', '1990']","['\n    August 31, 2016\n    ']","['\n    Second Baseman, Third Baseman and Shortstop\n  \n']",['New York Mets']
Davis Wendzel,/players/w/wendzda01.shtml,"['May 23', '1997']",[],['\n    Third Baseman\n  \n'],['Texas Rangers']
Joey Wentz,/players/w/wentzjo01.shtml,"['October 6', '1997']","['\n    May 11, 2022\n    ']",['\n    Pitcher\n  \n'],['Detroit Tigers']
Hayden Wesneski,/players/w/wesneha01.shtml,"['December 5', '1997']","['\n    September 6, 2022\n    ']",['\n    Pitcher\n  \n'],['Chicago Cubs']
Jordan Westburg,/players/w/westbjo01.shtml,"['February 18', '1999']","['\n    June 26, 2023\n    ']",['\n    Second Baseman and Third Baseman\n  \n'],['Baltimore Orioles']
Zack Wheeler,/players/w/wheelza01.shtml,"['May 30', '1990']","['\n    June 18, 2013\n    ']",['\n    Pitcher\n  \n'],['Philadelphia Phillies']
Brendan White,/players/w/whitebr01.shtml,"['November 18', '1998']","['\n    June 14, 2023\n    ']",['\n    Pitcher\n  \n'],['Detroit Tigers']
Eli White,/players/w/whiteel04.shtml,"['June 26', '1994']","['\n    September 1, 2020\n    ']",['\n    Outfielder\n  \n'],['Atlanta Braves']
Evan White,/players/w/whiteev01.shtml,"['April 26', '1996']","['\n    July 24, 2020\n    ']",['\n    First Baseman\n  \n'],['Los Angeles Angels']
Mitch White,/players/w/whitemi03.shtml,"['December 28', '1994']","['\n    August 28, 2020\n    ']",['\n    Pitcher\n  \n'],['Toronto Blue Jays']
Owen White,/players/w/whiteow01.shtml,"['August 9', '1999']","['\n    June 13, 2023\n    ']",['\n    Pitcher\n  \n'],['Texas Rangers']
Garrett Whitlock,/players/w/whitlga01.shtml,"['June 11', '1996']","['\n    April 4, 2021\n    ']",['\n    Pitcher\n  \n'],['Boston Red Sox']
Jordan Wicks,/players/w/wicksjo01.shtml,"['September 1', '1999']","['\n    August 26, 2023\n    ']",['\n    Pitcher\n  \n'],['Chicago Cubs']
Taylor Widener,/players/w/widenta01.shtml,"['October 24', '1994']","['\n    July 25, 2020\n    ']",['\n    Pitcher\n  \n'],['Atlanta Braves']
Brad Wieck,/players/w/wieckbr01.shtml,"['October 14', '1991']","['\n    September 14, 2018\n    ']",['\n    Pitcher\n  \n'],['Chicago Cubs']
Joey Wiemer,/players/w/wiemejo01.shtml,"['February 11', '1999']","['\n    April 1, 2023\n    ']",['\n    Centerfielder\n  \n'],['Milwaukee Brewers']
Alika Williams,/players/w/willial04.shtml,"['March 12', '1999']","['\n    July 25, 2023\n    ']",['\n    Shortstop and Second Baseman\n  \n'],['Pittsburgh Pirates']
Devin Williams,/players/w/willide03.shtml,"['September 21', '1994']","['\n    August 7, 2019\n    ']",['\n    Pitcher\n  \n'],['Milwaukee Brewers']
Gavin Williams,/players/w/williga01.shtml,"['July 26', '1999']","['\n    June 21, 2023\n    ']",['\n    Pitcher\n  \n'],['Cleveland Guardians']
Luke Williams,/players/w/willilu01.shtml,"['August 9', '1996']","['\n    June 8, 2021\n    ']","['\n    Outfielder, Third Baseman and Second Baseman\n  \n']",['Atlanta Braves']
Trevor Williams,/players/w/willitr01.shtml,"['April 25', '1992']","['\n    September 7, 2016\n    ']",['\n    Pitcher\n  \n'],['Washington Nationals']
Brandon Williamson,/players/w/willibr02.shtml,"['April 2', '1998']","['\n    May 16, 2023\n    ']",['\n    Pitcher\n  \n'],['Cincinnati Reds']
Amos Willingham,/players/w/william01.shtml,"['August 21', '1998']","['\n    June 28, 2023\n    ']",['\n    Pitcher\n  \n'],['Washington Nationals']
Bryse Wilson,/players/w/wilsobr02.shtml,"['December 20', '1997']","['\n    August 20, 2018\n    ']",['\n    Pitcher\n  \n'],['Milwaukee Brewers']
Cody Wilson,/players/w/wilsoco01.shtml,"['July 4', '1996']","['\n    April 7, 2021\n    ']",['\n    Pinch Hitter\n  \n'],['Washington Nationals']
Justin Wilson,/players/w/wilsoju10.shtml,"['August 18', '1987']","['\n    August 20, 2012\n    ']",['\n    Pitcher\n  \n'],['Cincinnati Reds']
Steven Wilson,/players/w/wilsost02.shtml,"['August 24', '1994']","['\n    April 9, 2022\n    ']",['\n    Pitcher\n  \n'],['Chicago White Sox']
Weston Wilson,/players/w/wilsowe01.shtml,"['September 11', '1994']","['\n    August 9, 2023\n    ']","['\n    Leftfielder, First Baseman and Second Baseman\n  \n']",['Philadelphia Phillies']
Allan Winans,/players/w/winanal01.shtml,"['August 10', '1995']","['\n    July 22, 2023\n    ']",['\n    Pitcher\n  \n'],['Atlanta Braves']
Josh Winckowski,/players/w/winckjo01.shtml,"['June 28', '1998']","['\n    May 28, 2022\n    ']",['\n    Pitcher\n  \n'],['Boston Red Sox']
Josh Winder,/players/w/windejo01.shtml,"['October 11', '1996']","['\n    April 12, 2022\n    ']",['\n    Pitcher\n  \n'],['Minnesota Twins']
Trey Wingenter,/players/w/wingetr01.shtml,"['April 15', '1994']","['\n    August 7, 2018\n    ']",['\n    Pitcher\n  \n'],['Detroit Tigers']
Jesse Winker,/players/w/winkeje01.shtml,"['August 17', '1993']","['\n    April 14, 2017\n    ']",['\n    Leftfielder\n  \n'],['Washington Nationals']
Keaton Winn,/players/w/winnke01.shtml,"['February 20', '1998']","['\n    June 13, 2023\n    ']",['\n    Pitcher\n  \n'],['San Francisco Giants']
Masyn Winn,/players/w/winnma01.shtml,"['March 21', '2002']","['\n    August 18, 2023\n    ']",['\n    Shortstop\n  \n'],['St. Louis Cardinals']
Patrick Wisdom,/players/w/wisdopa01.shtml,"['August 27', '1991']","['\n    August 12, 2018\n    ']","['\n    Third Baseman, First Baseman and Outfielder\n  \n']",['Chicago Cubs']
Brett Wisely,/players/w/wiselbr01.shtml,"['May 8', '1999']","['\n    March 30, 2023\n    ']",['\n    Second Baseman and Centerfielder\n  \n'],['San Francisco Giants']
